gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
2801732637,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS871923082,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Martin Down NNR,England,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.982,-1.93933,,,,,,,2006-06-01T00:00:00,1,6,2006,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS871923082,,,,CC0_1_0,,obsr1185210,,,2021-03-09T12:54:56.428Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801675072,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS854551451,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Rippingale Fen,England,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.8333,-0.331511,,,,,,,2012-08-06T00:00:00,6,8,2012,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS854551451,,,,CC0_1_0,,obsr676750,,,2021-03-09T13:06:39.435Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801620003,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS813320253,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Morden Hall Park,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.4027,-0.18519,,,,,,,2019-10-06T00:00:00,6,10,2019,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS813320253,,,,CC0_1_0,,obsr502956,,,2021-03-09T12:54:50.942Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801551823,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS924542159,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Titchwell Marsh RSPB Reserve--Island Hide,England,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.9673,0.604697,,,,,,,2000-08-06T00:00:00,6,8,2000,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS924542159,,,,CC0_1_0,,obsr1722891,,,2021-03-09T12:57:38.774Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801544703,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS923421099,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Upton Warren WWT NR,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.3036,-2.09517,,,,,,,1998-05-07T00:00:00,7,5,1998,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS923421099,,,,CC0_1_0,,obsr1636031,,,2021-03-09T13:05:05.136Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801511107,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS912460344,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,"Woodlands Farm, Holywell Row",England,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.369,0.50294,,,,,,,1994-06-21T00:00:00,21,6,1994,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS912460344,,,,CC0_1_0,,obsr1431504,,,2021-03-09T13:04:45.204Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801499395,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS894459481,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Cliffe Woods,England,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.4312,0.514464,,,,,,,2004-06-20T00:00:00,20,6,2004,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS894459481,,,,CC0_1_0,,obsr730816,,,2021-03-09T13:05:40.041Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801497443,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS933995912,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Norfolk - site uncertain,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.8364,1.29913,,,,,,,1990-06-14T00:00:00,14,6,1990,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS933995912,,,,CC0_1_0,,obsr423329,,,2021-03-09T13:04:07.387Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801464529,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS940987578,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Isles of Scilly--St. Mary's,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,49.9204,-6.29925,,,,,,,1990-05-06T00:00:00,6,5,1990,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS940987578,,,,CC0_1_0,,obsr971049,,,2021-03-09T13:03:51.527Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801456289,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS927397151,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,"Gipsy Lane, Titchwell",England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.9623,0.625892,,,,,,,2019-05-05T00:00:00,5,5,2019,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS927397151,,,,CC0_1_0,,obsr1163416,,,2021-03-09T13:04:37.980Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801447349,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS918601182,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Cotswold Water Park,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.6529,-1.95488,,,,,,,1995-06-07T00:00:00,7,6,1995,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS918601182,,,,CC0_1_0,,obsr1636031,,,2021-03-09T12:56:19.150Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801444962,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS893587854,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Carters flood and Valley,England,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,50.8983,0.687469,,,,,,,2005-08-25T00:00:00,25,8,2005,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS893587854,,,,CC0_1_0,,obsr162659,,,2021-03-09T13:07:06.731Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801427527,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS912471169,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Fair Isle,Scotland,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,59.5356,-1.6301,,,,,,,2009-05-30T00:00:00,30,5,2009,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS912471169,,,,CC0_1_0,,obsr1533069,,,2021-03-09T13:12:43.654Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801407198,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS909620266,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Cuddesdon area,England,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,51.7184,-1.12603,,,,,,,2008-09-30T00:00:00,30,9,2008,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS909620266,,,,CC0_1_0,,obsr918130,,,2021-03-09T13:12:43.604Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2801351953,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS912460340,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,Streptopelia turtur,,SPECIES,"Streptopelia turtur (Linnaeus, 1758)",Streptopelia turtur,,GB,Northwold,England,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,52.5471,0.586813,,,,,,,1998-07-02T00:00:00,2,7,1998,2495708,2495708,HUMAN_OBSERVATION,CLO,EBIRD,OBS912460340,,,,CC0_1_0,,obsr1431504,,,2021-03-09T13:05:00.751Z,,COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
